p.value	p.adjust	chi_square_statistic	Gene	n_cond1	n_cond2	n_samples_cond1	n_samples_cond2	n_possible_sites_cond1	n_possible_sites_cond2	p.adjust2
8.07E-08	1.10E-06	28.78986139	ICOSLG	0	19	12	8	120	80	0.000822074
8.84E-08	1.20E-06	28.61177885	RNF130	22	50	12	8	324	216	0.000895936
8.92E-08	1.21E-06	28.59477124	G3BP1	2	23	12	8	168	112	0.000899717
9.17E-08	1.24E-06	28.54253545	ACYP1	1	21	12	8	144	96	0.00092011
9.28E-08	1.25E-06	28.51771843	MBD3	0	19	12	8	132	88	0.000927744
1.07E-07	1.43E-06	28.24858757	GSPT1	2	23	12	8	192	128	0.001061277
1.13E-07	1.50E-06	28.1397739	EMR2	1	20	12	8	96	64	0.001114019
1.13E-07	1.50E-06	28.1397739	TMEM241	1	20	12	8	96	64	0.001114019
1.14E-07	1.51E-06	28.125	C9orf41	4	26	12	8	180	120	0.001115983
1.23E-07	1.62E-06	27.977845	SIAH1	1	21	12	8	180	120	0.001198729
1.26E-07	1.66E-06	27.92444998	PSME4	24	53	12	8	528	352	0.001226728
1.28E-07	1.68E-06	27.89982156	LYST	9	33	12	8	204	136	0.001236866
1.30E-07	1.71E-06	27.86479758	RBM8A	5	26	12	8	108	72	0.001253818
1.33E-07	1.74E-06	27.81653868	LUC7L3	0	19	12	8	180	120	0.001275762
1.33E-07	1.74E-06	27.81653868	TPM4	0	19	12	8	180	120	0.001275762
1.36E-07	1.76E-06	27.78466808	PNN	0	17	12	8	60	40	0.001289414
1.40E-07	1.81E-06	27.72119505	S100Z	78	13	12	8	408	272	0.001326493
1.75E-07	2.26E-06	27.28652263	NUP93	0	18	12	8	108	72	0.001653403
1.84E-07	2.37E-06	27.19153515	JARID2	13	38	12	8	252	168	0.001728961
2.05E-07	2.62E-06	26.98667074	GLTSCR1L	0	18	12	8	120	80	0.001907907
2.05E-07	2.62E-06	26.98667074	ZNF557	0	18	12	8	120	80	0.001907907
2.13E-07	2.72E-06	26.90857524	TAF2	3	24	12	8	216	144	0.001975096
2.19E-07	2.79E-06	26.85564825	RBM6	14	40	12	8	408	272	0.002020993
2.30E-07	2.91E-06	26.75925926	CDK13	0	15	12	8	36	24	0.002108643
2.30E-07	2.91E-06	26.75925926	CTD-2583A14.10	0	15	12	8	36	24	0.002108643
2.49E-07	3.14E-06	26.6076857	UBOX5	3	23	12	8	132	88	0.002267587
2.53E-07	3.18E-06	26.57845345	METTL8	2	22	12	8	192	128	0.002292086
2.57E-07	3.21E-06	26.54904905	EP300	0	18	12	8	144	96	0.002310178
2.57E-07	3.21E-06	26.54904905	TMPO	0	18	12	8	144	96	0.002310178
2.59E-07	3.22E-06	26.53508772	RBM28	1	18	12	8	60	40	0.002313584
2.86E-07	3.55E-06	26.34114583	HSH2D	2	22	12	8	216	144	0.002546817
2.92E-07	3.61E-06	26.30155782	DCP1A	16	42	12	8	408	272	0.002588275
3.01E-07	3.69E-06	26.2450523	HPS4	0	18	12	8	168	112	0.002638055
3.00E-07	3.69E-06	26.25	MAGT1	1	19	12	8	96	64	0.002638055
3.00E-07	3.69E-06	26.24860513	GNL3L	0	17	12	8	84	56	0.002638055
3.51E-07	4.30E-06	25.9449332	CLASP2	15	40	12	8	312	208	0.003059813
3.78E-07	4.61E-06	25.80282463	COMT	0	17	12	8	96	64	0.003279391
3.86E-07	4.69E-06	25.76329625	USP48	6	28	12	8	252	168	0.00333285
3.93E-07	4.77E-06	25.72643811	RP11-139J15.7	2	20	12	8	84	56	0.003382523
4.02E-07	4.87E-06	25.68282035	ZNF254	4	25	12	8	252	168	0.003445006
4.50E-07	5.43E-06	25.46643811	SEC14L1	0	17	12	8	108	72	0.003837328
5.16E-07	6.20E-06	25.2035787	HEATR3	0	17	12	8	120	80	0.004378747
5.37E-07	6.43E-06	25.12792398	AREL1	5	25	12	8	132	88	0.004534494
5.57E-07	6.64E-06	25.05681818	SMC5	1	19	12	8	144	96	0.004671455
5.57E-07	6.64E-06	25.05681818	GS1-124K5.11	1	19	12	8	144	96	0.004671455
5.76E-07	6.84E-06	24.99251425	CDC123	0	17	12	8	132	88	0.004802511
6.09E-07	7.22E-06	24.8828125	GNPNAT1	0	16	12	8	72	48	0.005062124
6.14E-07	7.26E-06	24.86752137	GRB2	3	22	12	8	132	88	0.005080806
6.22E-07	7.33E-06	24.84356251	CALN1	63	8	12	8	660	440	0.005122569
6.30E-07	7.38E-06	24.81930889	YWHAE	0	17	12	8	144	96	0.005151068
6.30E-07	7.38E-06	24.81930889	ATM	0	17	12	8	144	96	0.005151068
6.58E-07	7.69E-06	24.73557692	CSNK1A1	1	19	12	8	168	112	0.005349409
6.79E-07	7.91E-06	24.6746147	AC009120.6	0	17	12	8	156	104	0.005498072
7.23E-07	8.41E-06	24.55192723	LARS	0	17	12	8	168	112	0.005834854
7.30E-07	8.46E-06	24.53382555	EIF4B	4	24	12	8	204	136	0.005865193
7.76E-07	8.97E-06	24.41565041	PPIA	1	17	12	8	60	40	0.006210048
8.04E-07	9.19E-06	24.34769825	CEP95	0	16	12	8	84	56	0.006353698
8.04E-07	9.19E-06	24.34769825	RSRC2	0	16	12	8	84	56	0.006353698
8.04E-07	9.19E-06	24.34769825	RP11-349A22.5	0	16	12	8	84	56	0.006353698
8.04E-07	9.19E-06	24.34769825	MTPAP	0	16	12	8	84	56	0.006353698
9.83E-07	1.11E-05	23.96122685	ZNF70	0	16	12	8	96	64	0.007658149
9.83E-07	1.11E-05	23.96122685	SMIM7	0	16	12	8	96	64	0.007658149
9.83E-07	1.11E-05	23.96122685	VPS53	0	16	12	8	96	64	0.007658149
9.96E-07	1.13E-05	23.93519917	GABPB1	12	35	12	8	324	216	0.007707655
1.08E-06	1.22E-05	23.77300281	CASP10	6	25	12	8	108	72	0.008350475
1.10E-06	1.23E-05	23.74963652	DNAJA1	1	18	12	8	120	80	0.008417466
1.12E-06	1.26E-05	23.71114751	LMO2	6	26	12	8	168	112	0.008551976
1.14E-06	1.27E-05	23.66883117	RNF34	7	28	12	8	252	168	0.008636891
1.14E-06	1.27E-05	23.66901677	COA4	0	16	12	8	108	72	0.008636891
1.14E-06	1.27E-05	23.66901677	KLC1	0	16	12	8	108	72	0.008636891
1.14E-06	1.27E-05	23.66901677	LONP2	0	16	12	8	108	72	0.008636891
1.29E-06	1.42E-05	23.44033062	AOAH	0	16	12	8	120	80	0.009617865
1.29E-06	1.42E-05	23.44033062	PGPEP1	0	16	12	8	120	80	0.009617865
1.34E-06	1.47E-05	23.3707265	RAF1	5	25	12	8	252	168	0.009916639
1.40E-06	1.53E-05	23.28452308	ATR	2	20	12	8	192	128	0.010328688
1.42E-06	1.55E-05	23.25648489	TMEM59	0	16	12	8	132	88	0.01043747
1.53E-06	1.68E-05	23.10546875	PPIL3	0	16	12	8	144	96	0.011244021
1.54E-06	1.68E-05	23.095078	SPG7	2	20	12	8	216	144	0.011258781
1.56E-06	1.70E-05	23.07167235	ARID2	4	23	12	8	192	128	0.011350183
1.57E-06	1.70E-05	23.05807623	DPY30	1	18	12	8	168	112	0.011384151
1.62E-06	1.75E-05	23.00005529	CHD1	7	27	12	8	180	120	0.011685192
1.64E-06	1.77E-05	22.97920936	POLA2	0	16	12	8	156	104	0.011764559
1.67E-06	1.79E-05	22.94728435	CFDP1	4	23	12	8	204	136	0.011912982
1.67E-06	1.80E-05	22.93650794	PRR11	0	15	12	8	72	48	0.011931346
1.69E-06	1.80E-05	22.91859568	CCNI	3	21	12	8	144	96	0.011963714
1.69E-06	1.80E-05	22.91859568	ERMAP	3	21	12	8	144	96	0.011963714
1.73E-06	1.84E-05	22.87208018	POM121	0	16	12	8	168	112	0.012188776
1.76E-06	1.87E-05	22.83783784	RCOR1	4	23	12	8	216	144	0.012357737
1.87E-06	1.98E-05	22.72437029	RP11-162A12.2	3	21	12	8	156	104	0.01305642
1.99E-06	2.10E-05	22.60683761	PHF7	6	24	12	8	96	64	0.013824029
2.09E-06	2.20E-05	22.51443001	UPF3A	0	14	12	8	48	32	0.014446796
2.13E-06	2.24E-05	22.47777778	DNAJB4	0	15	12	8	84	56	0.014665836
2.18E-06	2.29E-05	22.42845118	ATG12	3	15	12	8	24	16	0.014986841
2.27E-06	2.38E-05	22.35116938	SFT2D2	1	16	12	8	60	40	0.015539523
2.48E-06	2.59E-05	22.18090889	SH3BP2	2	19	12	8	144	96	0.016912192
2.52E-06	2.60E-05	22.14756258	SEC62	7	26	12	8	144	96	0.016946847
2.53E-06	2.60E-05	22.14559387	BRI3BP	0	15	12	8	96	64	0.016946847
2.53E-06	2.60E-05	22.14559387	DDI2	0	15	12	8	96	64	0.016946847
2.53E-06	2.60E-05	22.14559387	NUPL1	0	15	12	8	96	64	0.016946847
2.53E-06	2.60E-05	22.14559387	UGGT1	0	15	12	8	96	64	0.016946847
2.53E-06	2.60E-05	22.14559387	ZNF432	0	15	12	8	96	64	0.016946847
2.69E-06	2.76E-05	22.02344627	RP5-1158E12.3	12	32	12	8	156	104	0.017850308
2.82E-06	2.87E-05	21.93576389	RRP12	2	18	12	8	84	56	0.018524288
2.81E-06	2.87E-05	21.94333629	VEZT	3	21	12	8	240	160	0.018524288
2.82E-06	2.87E-05	21.9353156	ABO	12	33	12	8	240	160	0.018524288
2.90E-06	2.95E-05	21.87925511	PRKAR2A	7	26	12	8	156	104	0.018938742
3.02E-06	3.03E-05	21.80486799	TAOK1	1	17	12	8	132	88	0.019426121
3.02E-06	3.03E-05	21.80486799	PRKRIP1	1	17	12	8	132	88	0.019426121
3.02E-06	3.03E-05	21.80441899	RCC1	0	13	12	8	36	24	0.019426121
3.02E-06	3.03E-05	21.80441899	ZSCAN30	0	13	12	8	36	24	0.019426121
3.02E-06	3.03E-05	21.80441899	RPS19	0	13	12	8	36	24	0.019426121
3.19E-06	3.18E-05	21.6966967	DUSP18	0	15	12	8	120	80	0.020194561
3.19E-06	3.18E-05	21.6966967	RBM4	0	15	12	8	120	80	0.020194561
3.19E-06	3.18E-05	21.6966967	TFCP2	0	15	12	8	120	80	0.020194561
3.19E-06	3.18E-05	21.6966967	BZRAP1-AS1	0	15	12	8	120	80	0.020194561
3.25E-06	3.23E-05	21.6616234	ZNF292	2	19	12	8	192	128	0.020389525
3.34E-06	3.30E-05	21.61336379	API5	1	16	12	8	72	48	0.020826713
3.36E-06	3.30E-05	21.59814507	MSANTD2	0	14	12	8	60	40	0.020826713
3.36E-06	3.30E-05	21.59814507	PTPN22	0	14	12	8	60	40	0.020826713
3.36E-06	3.30E-05	21.59814507	DDX58	0	14	12	8	60	40	0.020826713
3.47E-06	3.39E-05	21.53794038	RP11-463D19.2	0	15	12	8	132	88	0.021273873
3.47E-06	3.39E-05	21.53794038	RP11-452L6.5	0	15	12	8	132	88	0.021273873
3.55E-06	3.45E-05	21.49136578	PTEN	4	22	12	8	192	128	0.02157646
3.55E-06	3.45E-05	21.49388959	SLTM	2	19	12	8	216	144	0.02157646
3.55E-06	3.45E-05	21.49388959	ZNF701	2	19	12	8	216	144	0.02157646
3.71E-06	3.58E-05	21.40740741	FNBP1	0	15	12	8	144	96	0.022279276
3.71E-06	3.58E-05	21.40740741	MPPE1	0	15	12	8	144	96	0.022279276
3.71E-06	3.58E-05	21.40740741	CCDC28A	0	15	12	8	144	96	0.022279276
3.81E-06	3.67E-05	21.35742188	METTL2B	1	15	12	8	48	32	0.02270528
3.94E-06	3.77E-05	21.29477114	KIAA1143	5	23	12	8	156	104	0.02331472
3.93E-06	3.77E-05	21.29818594	TNFAIP8L1	0	15	12	8	156	104	0.02331472
4.24E-06	4.05E-05	21.15234375	CDC27	2	18	12	8	108	72	0.024974919
4.40E-06	4.19E-05	21.08435761	DTL	3	20	12	8	156	104	0.025776148
4.48E-06	4.26E-05	21.04817454	6-Sep	4	22	12	8	252	168	0.026165335
4.53E-06	4.29E-05	21.02762803	UBE3D	0	14	12	8	72	48	0.026285147
4.53E-06	4.29E-05	21.02762803	GSR	0	14	12	8	72	48	0.026285147
4.61E-06	4.36E-05	20.99116162	DHX30	9	29	12	8	300	200	0.026642682
4.86E-06	4.57E-05	20.8912037	CNPY2	2	18	12	8	120	80	0.02789816
4.86E-06	4.57E-05	20.8912037	PARP4	2	18	12	8	120	80	0.02789816
4.88E-06	4.58E-05	20.8855472	LINC00426	8	27	12	8	192	128	0.02789816
5.29E-06	4.96E-05	20.72824997	POGZ	13	34	12	8	372	248	0.030091421
5.35E-06	5.00E-05	20.70755868	BMP2K	3	20	12	8	192	128	0.03030059
5.55E-06	5.16E-05	20.63822751	GTF2F1	0	14	12	8	84	56	0.03122693
5.55E-06	5.16E-05	20.63822751	METTL16	0	14	12	8	84	56	0.03122693
5.93E-06	5.49E-05	20.51162791	RP11-452L6.1	4	21	12	8	144	96	0.033104744
5.93E-06	5.49E-05	20.51162791	ZNF718	4	21	12	8	144	96	0.033104744
6.00E-06	5.55E-05	20.48826777	PHF20	8	27	12	8	228	152	0.033326525
6.30E-06	5.80E-05	20.39418293	GTF2H3	0	13	12	8	48	32	0.034794265
6.30E-06	5.80E-05	20.39418293	TMEM170A	0	13	12	8	48	32	0.034794265
6.43E-06	5.90E-05	20.35551207	UNG	0	14	12	8	96	64	0.035308772
6.48E-06	5.94E-05	20.34040179	KANSL1	1	15	12	8	60	40	0.035451609
6.64E-06	6.07E-05	20.29285136	SIRT1	5	23	12	8	264	176	0.036203746
6.71E-06	6.09E-05	20.27483124	SLC25A27	1	16	12	8	120	80	0.036248108
6.71E-06	6.09E-05	20.27483124	SLC27A2	1	16	12	8	120	80	0.036248108
6.71E-06	6.09E-05	20.27483124	BRI3BP	1	16	12	8	120	80	0.036248108
6.91E-06	6.26E-05	20.2184466	MED18	8	26	12	8	144	96	0.037063877
7.19E-06	6.46E-05	20.14092083	AK3	0	14	12	8	108	72	0.038201645
7.19E-06	6.46E-05	20.14092083	NUP153	0	14	12	8	108	72	0.038201645
7.19E-06	6.46E-05	20.14092083	PPHLN1	0	14	12	8	108	72	0.038201645
7.19E-06	6.46E-05	20.14092083	NUP155	0	14	12	8	108	72	0.038201645
7.33E-06	6.57E-05	20.10504202	NUP160	1	16	12	8	132	88	0.03857896
7.59E-06	6.79E-05	20.03787879	UBE3A	6	24	12	8	216	144	0.039804759
7.88E-06	6.99E-05	19.96570826	ANAPC7	1	16	12	8	144	96	0.040916298
7.88E-06	6.99E-05	19.96570826	NAP1L4	1	16	12	8	144	96	0.040916298
7.86E-06	6.99E-05	19.97247824	RSL1D1	0	14	12	8	120	80	0.040916298
7.86E-06	6.99E-05	19.97247824	MED17	0	14	12	8	120	80	0.040916298
7.98E-06	7.06E-05	19.94354443	5-Mar	8	27	12	8	312	208	0.041023596
8.11E-06	7.16E-05	19.91083666	PPM1B	16	37	12	8	420	280	0.04154961
8.13E-06	7.16E-05	19.90784211	RNPEP	5	22	12	8	144	96	0.04154961
8.39E-06	7.37E-05	19.84664352	UBE2D2	2	18	12	8	228	152	0.042574428
8.38E-06	7.37E-05	19.84931009	RBM25	1	16	12	8	156	104	0.042574428
8.82E-06	7.73E-05	19.75061507	PPP1R2	1	16	12	8	168	112	0.044519978
9.21E-06	8.05E-05	19.66900215	MIER1	9	27	12	8	156	104	0.04628515
9.39E-06	8.19E-05	19.63233127	NOM1	0	13	12	8	60	40	0.047002031
9.46E-06	8.23E-05	19.61843203	ZNF439	3	19	12	8	144	96	0.047164654
9.56E-06	8.30E-05	19.59820576	RNF24	7	24	12	8	120	80	0.047484897
9.96E-06	8.63E-05	19.51970915	MTF1	5	21	12	8	96	64	0.049288081
1.01E-05	8.76E-05	19.48350694	COPB1	0	12	12	8	36	24	0.049936783
1.01E-05	8.76E-05	19.48350694	SPCS3	0	12	12	8	36	24	0.049936783
1.04E-05	8.92E-05	19.44096134	ALDH6A1	0	11	12	8	24	16	0.0506739
1.04E-05	8.92E-05	19.44096134	TAF1D	0	11	12	8	24	16	0.0506739
1.05E-05	9.00E-05	19.42056228	C11orf54	2	17	12	8	108	72	0.050933317
1.13E-05	9.68E-05	19.27778525	FKBP5	9	28	12	8	384	256	0.054678765
1.18E-05	0.00010091	19.19404866	ORC2	2	17	12	8	120	80	0.05691319
1.21E-05	0.000102562	19.15528397	LYRM2	0	13	12	8	72	48	0.057742614
1.21E-05	0.000102562	19.15528397	NUDT6	0	13	12	8	72	48	0.057742614
1.32E-05	0.000111493	18.984375	ISCA1	1	15	12	8	96	64	0.062547502
1.32E-05	0.000111493	18.984375	WAC	1	15	12	8	96	64	0.062547502
1.32E-05	0.000111493	18.984375	YWHAZ	1	15	12	8	96	64	0.062547502
1.43E-05	0.000120498	18.82469655	STAG2	12	30	12	8	168	112	0.067237871
1.43E-05	0.000120498	18.82848779	NLRP2	0	13	12	8	84	56	0.067237871
1.43E-05	0.000120498	18.82848779	MIS12	0	13	12	8	84	56	0.067237871
1.49E-05	0.000124873	18.75285823	UBE2G1	1	15	12	8	108	72	0.069304572
1.49E-05	0.000124902	18.74860647	PPIE	4	19	12	8	84	56	0.069304572
1.60E-05	0.000133326	18.6203505	DENND5A	8	26	12	8	300	200	0.0737295
1.62E-05	0.000134885	18.59061573	STIL	0	13	12	8	96	64	0.074456446
1.62E-05	0.000134885	18.59061573	EIF3I	0	13	12	8	96	64	0.074456446
1.64E-05	0.000135694	18.5716712	DNAJB6	1	15	12	8	120	80	0.07463146
1.64E-05	0.000135694	18.5716712	LYRM5	1	15	12	8	120	80	0.07463146
1.66E-05	0.000137789	18.53869284	DHDDS	5	21	12	8	132	88	0.075508536
1.75E-05	0.000144358	18.44618056	TFRC	11	29	12	8	204	136	0.078963771
1.76E-05	0.000144935	18.43482906	PTBP2	8	26	12	8	348	232	0.079134545
1.78E-05	0.000146283	18.40971902	STAT5B	0	13	12	8	108	72	0.079724101
1.78E-05	0.000146283	18.40971902	ISG20	0	13	12	8	108	72	0.079724101
1.81E-05	0.000148409	18.3784965	SLC9B2	4	18	12	8	60	40	0.080586118
1.85E-05	0.000151625	18.33393242	ATAD5	5	21	12	8	144	96	0.082180805
1.88E-05	0.000153115	18.3115942	SEC31A	5	20	12	8	84	56	0.082835192
1.92E-05	0.000155489	18.2675168	CTCF	0	13	12	8	120	80	0.083964074
1.92E-05	0.000155489	18.2675168	UBN1	0	13	12	8	120	80	0.083964074
1.92E-05	0.000155489	18.2675168	SGPP1	0	13	12	8	120	80	0.083964074
1.92E-05	0.000155489	18.2675168	TADA2A	0	13	12	8	120	80	0.083964074
2.04E-05	0.000163877	18.15279326	MRPL52	0	13	12	8	132	88	0.087838206
2.04E-05	0.000163877	18.15279326	PSMD11	0	13	12	8	132	88	0.087838206
2.04E-05	0.000163877	18.15279326	TOP1	0	13	12	8	132	88	0.087838206
2.04E-05	0.000163877	18.15279326	RP11-69E11.4	0	13	12	8	132	88	0.087838206
2.45E-05	0.000196246	17.80603448	DENND6A	16	34	12	8	204	136	0.104402991
2.48E-05	0.000198687	17.77888007	SKP1	12	30	12	8	252	168	0.105502914
2.57E-05	0.000205374	17.71227904	TIAL1	0	12	12	8	60	40	0.108848346
3.16E-05	0.000251176	17.31867284	EIF2S3	0	12	12	8	72	48	0.132872367
3.16E-05	0.000251176	17.31867284	POLR3E	0	12	12	8	72	48	0.132872367
3.16E-05	0.000251176	17.31867284	STXBP4	0	12	12	8	72	48	0.132872367
3.26E-05	0.000258237	17.25881262	CHEK1	0	11	12	8	36	24	0.135832656
3.26E-05	0.000258237	17.25881262	ZNF776	0	11	12	8	36	24	0.135832656
3.29E-05	0.000259374	17.24137931	MORC3	1	14	12	8	96	64	0.135912082
3.29E-05	0.000259374	17.23973974	RREB1	2	16	12	8	144	96	0.135912082
3.29E-05	0.000259374	17.23973974	RPL37	2	16	12	8	144	96	0.135912082
3.38E-05	0.00026569	17.19047619	EIF3E	5	20	12	8	120	80	0.138424233
3.44E-05	0.000270126	17.15546739	Y_RNA	29	48	12	8	384	256	0.140465333
3.64E-05	0.000283194	17.04806858	ATG10	0	12	12	8	84	56	0.14697792
3.64E-05	0.000283194	17.04806858	RP11-12J10.3	0	12	12	8	84	56	0.14697792
3.64E-05	0.000283194	17.04806858	C9orf40	0	12	12	8	84	56	0.14697792
3.64E-05	0.000283194	17.04806858	RP11-15H20.6	0	12	12	8	84	56	0.14697792
3.64E-05	0.000283194	17.04806858	U91328.19	0	12	12	8	84	56	0.14697792
3.66E-05	0.000283525	17.04233814	PDE7A	2	16	12	8	168	112	0.14697792
3.95E-05	0.000305481	16.89722835	ZMYND8	2	16	12	8	192	128	0.156711681
3.96E-05	0.000305777	16.89189189	HIATL2	1	14	12	8	120	80	0.156711681
4.04E-05	0.000311355	16.8506006	ZNF283	0	12	12	8	96	64	0.159102395
4.04E-05	0.000311355	16.8506006	IMMP2L	0	12	12	8	96	64	0.159102395
4.22E-05	0.000324561	16.76829268	SUPV3L1	1	14	12	8	132	88	0.165201483
4.38E-05	0.000333983	16.70014881	KIAA1147	0	12	12	8	108	72	0.169663374
4.38E-05	0.000333983	16.70014881	PCBP2	0	12	12	8	108	72	0.169663374
4.38E-05	0.000333983	16.70014881	SNRPC	0	12	12	8	108	72	0.169663374
4.38E-05	0.000333983	16.70014881	PSMC6	0	12	12	8	108	72	0.169663374
4.62E-05	0.000352111	16.59644116	MBTD1	10	27	12	8	312	208	0.177464166
4.66E-05	0.000352314	16.58170804	ZNF367	0	12	12	8	120	80	0.177464166
4.66E-05	0.000352314	16.58170804	RP5-1103G7.4	0	12	12	8	120	80	0.177464166
4.66E-05	0.000352314	16.58170804	ZNF518A	0	12	12	8	120	80	0.177464166
4.66E-05	0.000352314	16.58163265	RSPH3	1	14	12	8	156	104	0.177464166
4.90E-05	0.000369863	16.48604434	TM7SF3	0	12	12	8	132	88	0.18456163
5.29E-05	0.00039699	16.34167765	C16orf72	0	11	12	8	48	32	0.19770122
5.29E-05	0.00039699	16.34167765	BSDC1	0	11	12	8	48	32	0.19770122
5.29E-05	0.00039699	16.34167765	SDE2	0	11	12	8	48	32	0.19770122
5.84E-05	0.00043746	16.15437354	NFE2L2	18	36	12	8	420	280	0.2165427
6.28E-05	0.000469455	16.01732309	CTSS	7	22	12	8	144	96	0.231910779
6.89E-05	0.000511888	15.84065934	PRAM1	58	12	12	8	432	288	0.252360768
6.88E-05	0.000511888	15.84490741	RIF1	10	26	12	8	216	144	0.252360768
6.90E-05	0.000511888	15.83673817	RPS29	0	11	12	8	60	40	0.252360768
6.90E-05	0.000511888	15.83673817	ZC3H18	0	11	12	8	60	40	0.252360768
6.90E-05	0.000511888	15.83673817	NPIPB4	0	11	12	8	60	40	0.252360768
7.06E-05	0.000522327	15.79520089	GPBP1L1	25	43	12	8	444	296	0.254895373
7.23E-05	0.000534349	15.74881677	DIAPH1	2	15	12	8	132	88	0.260227737
7.25E-05	0.000534756	15.74404762	TRAPPC10	1	13	12	8	84	56	0.260227737
7.66E-05	0.000564104	15.63967291	RP11-340I6.8	2	15	12	8	144	96	0.273590261
7.79E-05	0.00057239	15.60878161	ZCCHC11	15	32	12	8	336	224	0.277036891
8.13E-05	0.000593555	15.52837573	CAPZA2	1	13	12	8	96	64	0.286687154
8.18E-05	0.000593555	15.51709758	CTD-2510F5.6	0	11	12	8	72	48	0.286687154
8.18E-05	0.000593555	15.51709758	LIN52	0	11	12	8	72	48	0.286687154
8.18E-05	0.000593555	15.51709758	PSMB7	0	11	12	8	72	48	0.286687154
8.18E-05	0.000593555	15.51709758	SETDB2	0	11	12	8	72	48	0.286687154
8.18E-05	0.000593555	15.51709758	UBN2	0	11	12	8	72	48	0.286687154
8.18E-05	0.000593555	15.51709758	RP3-462E2.5	0	11	12	8	72	48	0.286687154
8.73E-05	0.000632564	15.39353264	SRSF4	4	18	12	8	192	128	0.30110023
8.86E-05	0.000640088	15.36467298	DMTF1	1	13	12	8	108	72	0.304041894
8.86E-05	0.000640088	15.36467298	JMJD1C	1	13	12	8	108	72	0.304041894
9.04E-05	0.000650749	15.32697256	RBX1	4	18	12	8	204	136	0.307804343
9.04E-05	0.000650749	15.32697256	LYN	4	18	12	8	204	136	0.307804343
9.19E-05	0.0006568	15.29657035	CHEK2	0	11	12	8	84	56	0.309352984
9.19E-05	0.0006568	15.29657035	STAU2	0	11	12	8	84	56	0.309352984
9.19E-05	0.0006568	15.29657035	CABLES1	0	11	12	8	84	56	0.309352984
9.19E-05	0.0006568	15.29657035	MB21D1	0	11	12	8	84	56	0.309352984
9.27E-05	0.000661563	15.27970679	RP11-231G3.1	5	19	12	8	144	96	0.309352984
9.46E-05	0.000673963	15.24142387	HSPB11	7	21	12	8	108	72	0.31406669
9.59E-05	0.000682083	15.21560237	BIRC6	16	33	12	8	420	280	0.317168535
9.76E-05	0.000693244	15.18175392	NF1	8	23	12	8	192	128	0.321665292
0.000100077	0.000706944	15.13524507	GGCT	0	11	12	8	96	64	0.327314999
0.000100077	0.000706944	15.13524507	KDM2A	0	11	12	8	96	64	0.327314999
0.000100077	0.000706944	15.13524507	ZNF714	0	11	12	8	96	64	0.327314999
0.000100622	0.000708405	15.125	C12orf66	0	10	12	8	36	24	0.327314999
0.000100622	0.000708405	15.125	EEF2K	0	10	12	8	36	24	0.327314999
0.000104844	0.000735662	15.04740834	CERS5	1	13	12	8	144	96	0.336933239
0.000104844	0.000735662	15.04740834	ZC3HAV1	1	13	12	8	144	96	0.336933239
0.000112464	0.000786497	14.91502325	TRIM5	0	11	12	8	120	80	0.358642571
0.000112464	0.000786497	14.91502325	FNDC3A	0	11	12	8	120	80	0.358642571
0.000116763	0.000815207	14.84425177	OLA1	19	35	12	8	240	160	0.370103787
0.000118181	0.000823735	14.82148858	CCNYL1	2	14	12	8	84	56	0.3731518
0.000121748	0.000847189	14.76541457	EIF3A	3	16	12	8	156	104	0.382929566
0.000122732	0.00085262	14.75024318	RASSF1	8	23	12	8	264	176	0.384531407
0.000125588	0.000871022	14.70686466	NAA50	11	26	12	8	180	120	0.391960039
0.00013389	0.000926828	14.58622685	SNRNP35	2	14	12	8	96	64	0.416145658
0.000134076	0.000926828	14.58359967	PHAX	16	31	12	8	168	112	0.416145658
0.000136465	0.00094024	14.55032931	PISD	3	16	12	8	192	128	0.420287381
0.000136465	0.00094024	14.55032931	TTC17	3	16	12	8	192	128	0.420287381
0.00013913	0.000957032	14.51388889	PPP1R12A	8	22	12	8	132	88	0.425879187
0.000147429	0.001009155	14.4047619	TYW5	0	10	12	8	48	32	0.448064958
0.000147429	0.001009155	14.4047619	KLF9	0	10	12	8	48	32	0.448064958
0.000147429	0.001009155	14.4047619	HKR1	0	10	12	8	48	32	0.448064958
0.000152354	0.001041167	14.34289128	GS1-259H13.10	0	9	12	8	24	16	0.45915484
0.000155816	0.001063093	14.30059524	MED28	7	21	12	8	168	112	0.467760965
0.00016829	0.001146338	14.15566181	EWSR1	3	15	12	8	84	56	0.50324249
0.000175817	0.001195666	14.07335907	ZCCHC7	4	17	12	8	168	112	0.523701798
0.000176572	0.001198864	14.06529018	LRRC37B	2	14	12	8	144	96	0.523903508
0.000180557	0.001222344	14.0233192	ATF7IP2	1	12	12	8	84	56	0.532941773
0.000182361	0.001222344	14.00462963	MED25	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	PPP6C	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	TMTC4	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	WEE1	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	NUPL2	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	NUP98	0	10	12	8	60	40	0.532941773
0.000182361	0.001222344	14.00462963	ZNF708	0	10	12	8	60	40	0.532941773
0.000183035	0.001224903	13.99769585	PHACTR4	4	17	12	8	180	120	0.532941773
